Growth Rate of Per Capita GDP at constant 2020 prices in US Dollars (all countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Cyprus,11.8,5.8,1.8,6.3,-16.1,19.0,15.9,7.2,9.1,4.8,1.8,5.1,4.0,7.4,3.5,2.6,5.9,7.1,6.5,5.5,-1.9,6.6,-1.7,3.6,7.9,-0.3,1.2,4.8,3.9,4.9,2.8,2.5,1.4,3.6,3.4,3.0,2.9,1.1,-4.6,-0.4,-2.1,-4.9,-6.4,-0.7,4.0,6.1,4.8,5.0,5.2,-4.5,10.4,7.2,1.8,2.9
203,Czechia,,,,,,,,,,,,,,,,,,,,,-11.6,-0.6,0.0,2.9,6.3,4.3,-0.4,-0.3,1.5,4.2,3.0,1.4,3.2,4.6,6.2,6.4,5.2,2.2,-5.2,2.3,1.5,-0.9,-0.1,2.2,4.9,2.5,5.1,2.8,3.5,-5.3,4.2,1.5,-1.3,1.8
200,Czechoslovakia (Former),4.6,4.8,4.1,5.2,5.6,3.0,3.6,3.4,2.4,2.5,-0.4,-0.2,2.1,3.0,2.7,2.4,1.8,2.4,0.3,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,D.P.R. of Korea,7.6,7.6,7.9,8.3,8.5,2.5,2.6,2.7,2.7,2.7,2.2,2.2,2.2,2.2,2.2,-0.1,-0.1,-6.1,-3.1,-7.0,-7.4,-8.6,-6.0,-3.3,-5.3,-4.6,-7.5,-1.8,5.1,-0.5,2.9,0.5,1.2,1.4,3.2,-1.5,-1.7,2.6,-1.4,-0.9,0.4,0.9,0.6,0.6,-1.6,3.4,-3.9,-4.6,-0.1,-4.9,-0.4,-0.5,2.7,3.4
180,D.R. of the Congo,3.1,-2.5,5.3,0.4,-7.5,-7.7,-1.8,-8.2,-3.0,-1.0,-0.6,-3.4,-1.8,2.1,-2.8,1.5,-0.5,-2.7,-4.3,-9.6,-11.4,-13.5,-16.5,-8.3,-3.4,-2.9,-7.1,-4.3,-7.4,-9.8,-5.2,-0.2,2.5,3.6,2.9,2.1,3.1,3.1,-0.3,3.7,3.4,3.6,4.9,5.8,3.4,-1.2,0.0,2.3,1.2,-1.5,2.8,5.1,5.4,3.3
208,Denmark,2.5,3.2,4.1,-1.4,-1.7,5.7,1.7,2.1,3.8,-0.9,-0.7,4.0,2.7,4.4,4.1,4.6,0.3,0.2,0.6,1.5,1.2,1.7,-0.4,4.9,2.5,2.3,2.7,2.0,2.6,3.4,0.6,0.1,0.2,2.5,2.1,3.5,0.5,-1.0,-5.5,1.1,0.9,-0.4,1.0,0.8,1.4,2.3,2.4,1.4,1.3,-2.1,6.0,-0.3,-0.2,3.0
262,Djibouti,-0.6,-3.6,-2.2,-10.6,2.1,-1.1,-20.1,-16.1,-3.2,-2.1,-2.3,-2.3,-2.2,-3.2,-4.8,-6.7,-5.7,-5.1,-9.8,-4.4,-11.1,6.7,6.8,-4.4,4.5,-7.3,0.9,-4.1,-0.3,-2.1,-1.0,0.4,1.3,1.8,1.9,10.5,2.7,2.9,11.6,9.5,10.6,11.0,11.3,5.2,14.6,-2.9,3.7,3.1,3.9,-0.3,2.9,3.7,5.3,5.5
212,Dominica,6.4,6.8,7.7,5.8,2.4,6.3,2.1,10.1,-18.6,13.2,11.0,4.6,3.0,4.6,1.9,7.6,6.9,8.5,0.5,6.2,1.8,2.0,2.0,0.0,3.0,5.3,4.5,6.2,2.8,5.0,-0.3,-3.2,5.6,3.9,0.8,4.3,5.3,7.1,-1.2,-0.1,-0.2,-0.3,-0.9,1.4,-3.4,2.6,-6.0,3.5,4.4,-15.3,6.0,11.0,4.1,2.5
214,Dominican Republic,7.8,7.4,9.8,3.2,2.4,4.0,2.3,-0.4,2.0,5.3,1.8,-0.6,2.2,-1.0,-4.3,1.3,7.8,0.0,2.2,-7.0,-1.3,8.3,5.1,0.4,3.5,5.2,6.1,5.3,5.0,4.0,0.2,4.2,-1.7,-0.1,7.8,9.3,7.2,1.9,-0.3,7.0,1.9,1.5,3.7,5.8,5.8,5.5,2.8,6.0,3.8,-8.9,12.8,4.2,1.3,4.1
218,Ecuador,1.0,5.9,4.8,9.2,9.6,3.2,-0.9,2.3,1.3,0.4,6.9,-1.0,-1.9,0.3,2.1,0.9,1.3,0.6,0.6,4.2,2.1,-0.5,0.5,1.9,0.0,3.0,0.6,1.5,-6.1,3.2,2.4,3.1,1.1,5.0,3.6,2.6,0.2,4.8,-0.6,2.3,6.7,4.1,5.6,2.7,-1.3,-2.1,4.4,-0.7,-1.5,-10.3,8.6,5.0,1.1,-2.8
818,Egypt,1.1,1.5,-1.6,0.1,2.6,11.1,5.3,5.3,7.6,7.1,1.0,6.9,1.9,6.5,2.7,1.8,0.7,2.5,2.3,2.7,-1.6,1.8,0.6,1.8,2.4,3.0,3.2,1.9,3.6,3.3,1.2,0.2,1.1,2.0,2.4,4.8,5.1,5.2,2.7,3.2,-0.4,0.0,-0.1,0.6,2.2,2.2,2.1,3.3,3.7,1.9,1.7,5.1,2.0,0.6
222,El Salvador,2.4,3.1,2.6,4.0,3.3,1.7,3.8,4.2,-3.6,-9.9,-8.9,-6.7,-1.0,0.4,0.0,-1.3,0.7,-0.4,-0.9,1.5,-0.3,5.3,4.4,3.7,3.9,0.1,2.4,2.0,1.6,0.6,0.5,1.3,1.4,0.8,2.7,4.4,1.7,1.8,-2.4,1.8,3.4,2.4,1.8,1.3,2.1,2.3,2.0,2.3,2.4,-8.1,11.5,2.6,3.1,2.1
226,Equatorial Guinea,5.9,4.3,9.9,5.6,9.2,2.7,9.0,-4.9,-6.1,1.6,0.7,-3.8,-1.5,-4.9,6.9,-7.0,0.0,-1.3,-4.9,-1.2,-3.3,9.2,5.5,5.4,7.6,29.6,87.9,13.2,18.4,7.3,57.4,12.9,6.9,16.9,3.4,0.7,10.2,12.5,-3.2,-13.0,2.0,4.0,-7.9,-3.4,-12.5,-12.1,-8.9,-9.4,-8.5,-7.4,-1.6,1.1,-7.9,-4.2
232,Eritrea,,,,,,,,,,,,,,,,,,,,,18.3,18.8,9.4,9.5,14.3,-2.6,7.9,6.5,0.5,-1.3,-14.8,5.1,-1.2,-6.6,-0.9,-2.5,0.0,-21.5,9.4,8.7,23.5,0.6,-11.5,30.1,-20.9,6.7,-10.7,11.5,2.3,-2.1,1.1,0.8,1.0,1.0
233,Estonia,,,,,,,,,,,,,,,,,,,,,-7.7,-19.9,-3.5,-0.1,5.9,6.3,14.1,5.1,0.1,10.6,6.6,7.6,8.3,7.4,10.2,10.4,8.1,-4.9,-14.5,2.7,7.9,4.0,2.1,3.6,1.8,3.0,5.5,3.3,3.3,-3.1,7.0,-1.3,-4.2,0.2
748,Eswatini,1.0,9.6,0.6,15.8,29.3,9.7,-2.2,-2.0,-1.1,-1.0,3.4,-1.9,-3.8,-0.8,-1.7,14.0,5.8,2.7,4.4,5.5,-2.2,-0.6,0.1,2.4,4.9,1.8,1.4,1.3,1.8,-2.0,0.1,3.6,3.2,3.0,5.4,5.5,3.8,0.1,0.9,3.2,0.7,3.8,2.3,0.9,1.4,3.9,0.9,-0.7,5.1,-3.9,2.3,0.1,2.5,0.1
231,Ethiopia,,,,,,,,,,,,,,,,,,,,,-11.2,-12.7,9.4,-0.1,2.6,9.8,-0.4,-7.0,1.9,2.9,5.1,-1.5,-5.1,10.2,8.6,7.6,8.2,7.6,5.8,9.4,10.0,5.6,7.6,7.3,7.5,4.7,6.6,4.0,5.5,3.2,2.9,2.6,3.9,4.6
230,Ethiopia (Former),1.7,2.0,0.0,-1.1,-2.4,-0.8,-0.9,-3.0,4.1,5.0,0.5,-2.6,2.2,-7.4,-8.5,3.8,5.6,-1.7,-2.1,-3.8,-10.3,-11.7,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Fiji,4.6,5.9,9.6,1.3,0.8,0.1,3.0,-0.5,9.5,-4.1,4.0,-4.6,-5.2,5.7,-6.2,4.5,-7.9,0.7,5.7,7.4,-3.5,3.2,1.1,4.5,2.0,4.1,-3.2,0.1,7.5,-2.8,1.0,2.2,0.0,4.3,-0.2,0.9,-1.7,0.4,-1.8,2.6,2.4,1.2,4.6,5.5,4.4,2.4,5.4,4.0,-0.3,-17.2,-4.5,17.4,8.9,3.0
246,Finland,2.2,7.1,6.4,2.7,1.4,0.0,0.0,2.6,6.8,5.1,0.9,2.5,2.5,2.7,3.1,2.4,3.3,4.9,4.7,0.2,-6.4,-3.9,-1.3,3.5,3.8,3.3,6.1,5.2,4.1,5.5,2.4,1.4,1.8,3.7,2.4,3.6,4.9,0.3,-8.5,2.7,1.9,-2.0,-1.4,-0.9,0.1,2.3,3.1,1.1,1.2,-2.6,2.5,0.3,-1.5,0.1
530,Former Netherlands Antilles,5.3,3.7,3.2,4.7,1.9,5.6,35.6,6.1,4.2,8.1,0.6,-2.6,-1.4,-2.7,-2.9,-6.3,0.3,0.6,6.9,0.6,0.9,2.6,4.6,6.0,2.2,2.1,2.0,-2.2,-0.8,-0.9,1.9,-0.4,0.4,-0.1,0.1,1.4,3.0,1.2,-0.9,-1.0,-1.0,-1.3,,,,,,,,,,,,
250,France,4.3,3.6,5.8,4.0,-1.6,3.9,3.1,3.4,3.2,1.1,0.6,1.8,0.7,1.0,1.0,1.8,2.0,4.2,3.8,2.2,0.7,1.0,-0.8,2.0,1.9,1.0,2.2,3.0,2.8,3.4,1.2,0.4,0.3,2.1,1.2,2.0,1.9,-0.2,-3.3,1.5,1.9,-0.3,0.3,0.5,0.7,0.6,1.8,1.3,1.7,-7.7,6.6,2.4,1.2,1.0
258,French Polynesia,8.3,-7.8,4.4,14.3,-7.8,5.0,-0.9,6.5,0.7,-2.7,5.1,6.6,2.3,2.6,2.8,5.7,4.4,-3.6,2.0,0.2,3.7,-1.4,-1.1,-1.5,-1.0,-0.7,0.1,1.8,2.2,3.5,-0.2,0.6,1.9,0.6,-0.1,-0.5,0.5,-0.7,-4.6,-2.9,-3.4,-1.4,-0.2,0.0,1.3,1.8,4.0,1.9,3.0,-10.6,3.2,2.7,2.5,0.9
266,Gabon,8.0,9.1,7.9,36.5,16.6,32.5,-14.6,-25.9,-2.0,-0.1,2.4,-5.7,2.8,4.6,-5.0,-3.5,-19.4,9.7,5.6,2.3,3.3,-5.7,-0.3,2.7,2.3,1.0,3.1,0.4,-12.9,-3.8,-0.3,-4.4,-0.3,-2.0,-1.8,-6.0,3.1,-6.5,-3.4,3.5,3.4,1.6,2.0,0.9,0.7,-0.8,-2.2,-1.7,1.4,-4.2,-0.8,0.7,0.2,1.2
270,Gambia,-2.9,-2.6,6.1,2.8,3.0,-4.3,-1.6,1.6,-6.4,-3.1,14.0,3.3,-7.0,-1.0,-0.6,-1.9,-1.0,0.9,-0.6,-0.7,-1.4,-0.6,-0.7,-3.0,-2.1,1.3,-2.4,0.8,3.9,3.3,3.0,-2.2,-0.4,6.3,-5.0,-3.4,0.1,3.2,3.6,2.9,-10.8,2.2,-0.1,-4.2,1.3,-0.7,2.2,4.7,3.7,-1.8,2.8,3.1,2.6,3.0
268,Georgia,,,,,,,,,,,,,,,,,,,,,-20.3,-43.6,-27.7,-8.0,5.1,13.9,13.3,5.8,5.7,4.8,7.8,7.6,12.2,6.6,10.4,10.2,13.4,3.1,-3.1,6.9,8.7,7.4,6.0,4.5,3.4,3.4,5.1,6.0,5.3,-6.3,10.9,10.8,7.5,9.7
276,Germany,2.9,3.8,4.4,0.9,-0.5,5.4,3.6,3.1,4.1,1.2,0.4,-0.3,1.8,3.1,2.5,2.2,1.2,3.3,3.1,4.3,4.3,1.2,-1.6,2.2,1.2,0.7,1.7,2.6,2.5,2.7,1.5,-0.4,-0.6,1.2,0.9,4.3,3.4,1.1,-5.3,4.3,3.7,0.4,0.2,1.7,0.8,1.5,2.3,0.8,0.8,-4.2,3.6,0.9,-0.8,-0.2
288,Ghana,2.7,-5.2,2.5,3.8,-14.9,-6.3,-0.7,5.2,-5.4,-2.4,-6.2,-9.6,-7.4,5.9,2.8,2.9,2.4,3.1,2.5,0.7,2.7,1.3,2.3,0.8,1.6,2.2,1.7,2.2,1.9,1.6,1.8,2.0,2.4,2.6,3.4,1.9,1.7,6.4,2.3,5.3,11.3,6.7,5.5,0.5,-0.2,1.0,5.8,4.0,4.4,-1.5,3.0,1.8,1.2,3.7
300,Greece,7.4,9.4,7.6,-6.8,5.3,5.2,1.6,6.0,1.8,-0.7,-2.6,-2.0,-1.8,1.3,1.9,0.0,-2.7,3.9,3.4,-0.4,2.6,0.2,-2.1,1.5,1.6,0.9,3.1,2.9,2.2,3.6,4.1,4.2,5.5,5.1,0.9,6.1,3.2,-0.2,-4.4,-5.8,-9.7,-7.8,-1.6,1.5,0.4,0.4,1.7,2.3,2.4,-9.0,9.9,7.4,4.0,4.3
304,Greenland,10.5,4.5,5.2,4.3,-0.5,5.1,8.5,6.0,4.8,8.0,-0.5,-5.6,2.2,-6.3,2.5,6.0,4.5,4.6,5.7,-12.2,-0.3,-5.2,-5.0,5.9,3.6,1.2,1.3,7.7,1.4,7.0,0.9,-1.3,-0.7,6.6,5.5,5.9,2.5,6.3,0.8,1.1,-0.9,0.9,-1.2,5.0,-2.2,3.8,0.5,0.2,3.5,0.8,2.0,0.9,0.8,1.3
308,Grenada,6.7,7.3,8.8,6.6,3.4,9.6,6.4,6.2,6.9,0.6,1.4,4.6,2.3,4.2,7.4,7.5,10.3,2.6,5.2,4.3,1.4,-1.1,-3.4,2.0,1.4,3.7,4.3,11.0,6.2,4.2,-2.5,3.0,9.0,-1.0,12.8,-4.3,5.8,0.6,-7.0,-0.8,0.3,-1.8,1.7,6.7,5.9,3.3,4.2,4.1,0.4,-14.0,4.4,7.1,4.4,3.9
320,Guatemala,2.9,4.6,4.1,3.7,-0.5,5.1,5.5,2.4,2.1,1.2,-1.8,-5.7,-4.9,-2.3,-3.4,-2.6,0.7,1.0,1.1,0.3,0.9,2.1,1.2,1.3,2.2,0.3,1.7,2.1,1.6,1.2,0.0,1.5,0.2,0.9,1.0,3.2,4.1,1.2,-1.5,0.9,2.1,0.9,1.7,2.5,2.2,0.8,1.2,1.7,2.4,-3.2,6.6,2.7,2.0,2.1
324,Guinea,3.5,0.6,-0.1,3.5,1.3,6.3,-4.8,5.1,-2.8,0.8,-1.3,-0.2,-0.8,-0.8,2.6,0.6,0.7,3.6,1.3,0.8,-1.5,0.0,1.9,0.9,1.8,2.2,3.0,2.6,2.2,0.9,2.4,3.6,-1.0,0.1,1.0,-2.4,4.4,1.6,-3.5,2.3,8.5,8.8,6.8,6.5,6.6,13.7,13.2,9.2,4.6,12.5,17.6,6.7,5.4,6.7
624,Guinea-Bissau,-4.2,6.3,0.1,1.1,1.6,-1.6,-13.1,6.0,-1.5,-16.9,-2.0,2.6,-4.9,3.8,2.7,-2.6,4.0,5.2,2.8,1.6,0.8,0.1,-1.0,-0.2,1.4,1.6,4.0,-18.4,11.1,-2.2,-0.1,-3.4,-1.8,0.4,1.8,-0.1,0.7,0.6,0.8,1.9,5.3,-4.3,0.5,-1.7,3.4,3.6,3.4,1.3,2.1,-0.8,3.8,2.3,2.9,2.5
328,Guyana,1.4,-3.2,0.5,5.8,9.3,2.0,-3.5,-2.6,-2.5,1.2,1.2,-13.2,-6.7,-4.8,2.7,-0.5,1.4,-3.1,-4.3,-2.4,6.3,7.5,7.8,8.1,4.6,7.6,6.0,-1.9,2.8,-1.4,11.0,9.8,7.5,12.2,6.6,14.4,7.5,2.1,4.0,4.5,5.6,5.3,3.1,1.1,0.1,3.2,3.1,1.4,3.3,43.5,18.9,62.1,33.0,42.8
332,Haiti,4.5,-0.9,2.8,3.8,-0.8,6.4,-1.4,2.9,5.5,5.3,-4.7,-5.5,-1.0,-1.7,-1.4,-2.5,-2.7,5.4,-0.8,3.3,4.2,-3.2,-3.3,-9.9,12.5,6.6,5.2,4.6,5.2,3.3,-2.1,-0.7,1.7,-3.0,1.4,0.1,3.0,1.0,4.2,-6.7,3.9,-1.0,2.8,0.2,1.1,0.4,1.1,0.3,-2.9,-4.5,-2.9,-2.8,-3.0,-5.3
340,Honduras,0.9,2.6,4.7,-4.0,-0.9,7.1,7.0,6.7,1.5,-2.4,-0.5,-4.3,-3.8,1.3,1.2,-2.1,3.1,1.7,1.4,-2.7,0.4,2.7,3.3,-4.1,1.2,0.7,2.1,0.2,-4.4,2.9,0.0,1.0,1.9,3.6,3.5,4.1,3.8,1.9,-4.5,1.5,1.7,2.0,0.8,1.1,1.9,2.0,2.9,2.0,0.7,-10.5,10.7,2.4,1.8,1.8
348,Hungary,5.9,5.8,6.6,5.4,5.6,2.9,6.2,4.2,1.3,0.0,3.0,3.1,1.0,3.0,0.1,1.9,4.4,0.3,1.1,-3.3,-11.9,-3.0,-0.4,3.1,1.7,0.3,3.2,4.1,3.4,4.7,4.3,5.0,4.2,5.2,4.5,4.1,0.5,1.2,-6.6,1.3,2.2,-1.0,2.3,4.6,3.9,2.7,4.4,5.7,5.1,-4.1,7.7,4.5,-0.9,0.6
352,Iceland,12.1,4.6,5.2,4.3,-0.6,4.9,8.0,5.2,3.8,4.6,3.1,0.8,-3.4,3.0,2.5,5.5,7.4,-1.6,-1.0,0.4,-1.4,-4.6,0.3,2.7,-0.4,3.9,3.3,5.9,2.6,3.5,2.5,-0.4,1.6,6.7,5.3,3.2,6.0,-0.2,-8.6,-2.1,1.1,0.6,2.6,0.8,2.7,4.8,1.1,1.9,-1.1,-8.2,3.5,6.6,3.1,-2.7
356,India,-0.6,-2.7,1.0,-1.1,6.6,-0.7,4.8,3.3,-7.4,4.2,3.5,1.1,4.8,1.4,2.8,2.4,1.6,7.2,3.6,3.2,-1.1,3.3,2.6,4.5,5.4,5.4,2.0,4.1,6.8,1.9,2.9,1.9,6.0,6.1,6.2,6.4,6.1,1.6,6.3,6.9,3.8,4.0,5.0,6.1,6.7,7.0,5.6,5.3,2.8,-6.7,8.8,6.8,8.2,5.6
360,Indonesia,4.1,6.5,8.4,4.9,2.4,4.3,6.1,5.3,3.7,7.3,5.4,-0.1,6.3,4.6,0.3,3.8,2.9,3.8,7.1,7.0,7.0,5.4,5.4,5.7,6.4,6.1,3.0,-14.5,-0.3,3.4,2.2,3.1,3.4,3.7,4.3,4.1,4.9,4.6,3.3,4.9,4.8,4.7,4.3,3.8,3.7,3.9,4.0,4.2,4.0,-2.9,3.0,4.5,4.2,4.2
364,Iran (Islamic Republic of),10.4,11.2,4.3,2.7,-3.3,14.7,-5.7,-15.6,-15.0,-24.4,-10.5,16.8,6.8,-10.6,-1.8,-13.1,-3.7,-9.1,3.1,10.3,9.7,1.3,-1.8,-1.9,1.3,7.0,0.8,0.5,1.7,2.6,0.4,7.1,7.2,1.2,2.0,3.9,7.6,0.1,0.8,5.6,2.5,-4.9,-2.8,3.6,-2.8,7.3,1.3,-3.1,-4.1,2.5,4.0,2.6,4.2,2.6
368,Iraq,3.3,-7.0,14.9,4.5,10.6,16.8,-1.5,14.3,20.0,-2.7,-20.4,-3.8,-11.0,-2.9,-2.4,5.5,16.1,0.7,-11.3,-1.2,-66.5,22.0,41.6,-9.1,-21.0,44.9,18.2,30.7,13.8,-1.9,-0.8,-9.8,-35.1,49.8,-1.3,4.9,2.7,6.1,-0.4,3.0,3.8,8.9,2.7,-3.3,1.9,11.1,-4.0,0.3,3.1,-14.0,-0.7,5.5,-1.7,-3.6
372,Ireland,2.4,4.9,3.1,2.7,4.1,-0.1,6.6,5.5,1.6,1.9,2.3,1.5,-0.9,3.8,2.6,-0.7,4.7,5.7,6.2,8.4,1.3,2.6,2.2,5.3,9.0,6.6,10.0,7.6,9.3,8.0,3.7,4.1,1.4,4.9,3.5,2.2,2.3,-6.5,-6.1,1.1,1.2,-0.8,1.6,8.5,23.4,0.1,8.8,6.2,3.7,6.1,15.2,6.9,-7.1,0.1
376,Israel,6.8,8.4,2.8,3.9,0.8,-2.0,-1.3,3.2,3.9,-0.5,3.1,-0.1,1.4,-0.9,2.2,2.6,5.4,1.2,-1.1,3.5,2.4,3.9,1.5,4.7,3.9,3.1,0.9,1.5,0.6,5.7,-2.1,-2.1,-0.4,2.9,2.6,3.8,4.5,1.5,-0.5,3.7,3.6,0.6,2.2,1.8,0.3,2.5,2.4,2.2,1.8,-3.4,7.6,4.5,0.4,-0.5
380,Italy,1.2,3.0,6.4,4.8,-2.7,6.6,2.1,2.8,5.6,2.9,0.4,0.3,1.1,3.1,2.7,2.8,3.2,4.1,3.3,1.9,1.5,0.7,-0.9,1.7,2.9,1.8,1.9,1.8,1.6,3.8,1.9,0.1,-0.5,0.7,0.2,1.4,0.9,-1.8,-5.8,1.1,0.4,-3.4,-2.0,0.0,1.0,1.4,1.8,1.0,0.7,-8.5,9.3,5.0,1.2,1.0
388,Jamaica,1.6,7.6,-0.3,-5.3,-1.7,-7.7,-3.6,-0.6,-3.0,-6.9,1.2,-0.2,0.9,-2.2,-5.7,0.7,6.9,2.2,6.1,4.7,0.0,9.2,0.9,-0.1,0.0,-0.7,-1.9,-2.1,0.2,0.0,0.6,0.1,3.0,0.7,0.3,2.4,1.0,-1.2,-4.7,-1.9,2.4,0.0,1.2,1.4,1.7,2.3,3.1,2.6,1.9,-11.2,5.8,7.6,2.8,-0.4
392,Japan,3.5,7.1,6.7,-2.5,1.9,2.9,3.4,4.4,4.6,2.1,3.7,2.9,3.2,4.0,4.8,2.8,4.2,6.2,4.5,4.5,3.1,0.5,-0.8,0.7,2.3,2.9,0.7,-1.5,-0.5,2.6,0.2,-0.1,1.4,2.1,1.7,1.3,1.4,-1.3,-5.7,4.1,0.1,1.5,2.2,0.5,1.7,0.8,1.8,0.8,-0.2,-3.9,3.2,1.5,2.0,0.6
400,Jordan,-4.0,1.4,-9.9,-3.3,-4.0,10.7,5.0,11.1,16.9,7.2,12.6,2.6,-6.5,-0.3,-7.1,0.8,-2.3,-3.2,-14.9,-7.8,-6.0,8.5,-0.8,0.1,1.9,-1.3,0.6,0.7,1.2,2.1,3.1,3.6,1.9,6.0,5.5,1.4,1.8,4.7,2.8,0.1,0.2,1.0,-2.6,-6.0,-5.6,-2.7,0.2,-0.3,-0.2,-2.9,1.8,0.9,1.2,1.5
398,Kazakhstan,,,,,,,,,,,,,,,,,,,,,-11.6,-5.6,-8.9,-11.4,-6.5,2.4,4.1,0.6,4.0,9.5,13.0,9.2,8.7,8.9,8.9,9.8,7.9,2.2,0.0,5.9,7.4,3.3,4.4,2.7,-0.3,-0.4,5.2,2.6,3.0,-3.9,2.9,1.7,2.8,3.7
404,Kenya,2.7,1.4,1.6,1.4,-3.6,0.7,5.6,5.3,0.2,1.9,0.1,0.0,-2.3,-1.9,0.5,3.4,2.3,2.5,1.1,0.7,-1.8,-3.8,-2.6,-0.3,1.5,1.3,-2.4,0.5,-0.8,-2.5,1.2,-2.5,-0.2,1.9,2.7,3.1,3.7,-2.8,4.6,5.0,2.3,1.8,1.3,2.6,2.7,2.0,1.6,3.5,3.1,-2.2,5.6,2.9,3.6,2.7
296,Kiribati,-10.2,3.1,11.4,35.4,-0.8,-31.0,-10.0,-4.6,-17.4,-2.7,4.5,-2.7,-11.2,12.1,-14.9,-4.7,-1.1,19.2,-9.5,-8.5,-7.5,21.9,-1.6,0.5,1.2,-1.7,-0.7,2.6,-5.5,5.0,-5.0,-0.7,-3.6,-2.6,-0.7,3.7,1.0,-5.0,-1.6,-0.9,1.5,4.3,6.3,0.0,9.8,5.6,2.2,1.9,1.7,-3.2,6.7,3.4,1.7,3.1
412,Kosovo,,,,,,,,,,,,,,,,,,,,,-12.4,-26.5,-25.9,-1.5,6.5,7.2,6.3,-3.3,-14.2,9.8,24.5,0.6,-5.7,-0.7,1.7,1.3,6.2,5.1,5.4,5.3,6.1,0.9,4.7,3.8,7.7,6.6,4.4,3.4,5.5,-5.1,11.4,5.7,5.2,5.4
414,Kuwait,0.1,-2.3,-12.0,-18.1,-17.6,-0.1,-9.9,0.8,7.2,-23.8,-23.0,-15.9,2.9,0.8,-8.0,4.3,3.9,-13.5,21.2,-2.9,-26.5,51.1,30.8,9.1,0.3,0.1,-0.8,0.5,-4.7,1.8,-2.4,0.4,14.5,7.8,6.7,1.7,-0.1,-3.1,-11.9,-7.3,3.0,0.1,-3.8,-3.8,-3.8,-1.4,-8.2,-2.1,0.3,-3.9,2.6,1.4,-6.7,-4.5
417,Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,-9.4,-15.1,-15.9,-20.5,-6.7,5.5,8.4,0.9,2.4,4.3,4.4,-0.9,6.1,6.1,-1.0,2.4,7.9,7.8,1.8,-2.2,4.0,-1.9,9.0,2.2,3.2,3.6,4.0,2.9,3.3,-9.5,3.1,6.8,7.2,7.3
